authors,article-title,doi,journal
Lucas Tucker|Francisco Ibáñez-Carasco|Brooke Legault|D. William Cameron|Jean Michaud|Guy Seguin|Emily Groot|Amreetha Jayathilake|Kaela Pelland|Amber Fritz|Heidi Eisenhauer|Geoff Bardwell,Necropolitics of the North: A rapid ethnography examining the effects of the closure of one of Northern Ontario’s only supervised consumption sites,https://doi.org/10.1016/j.drugpo.2025.104869,International Journal of Drug Policy
Kristen A. Morin|Laura Hill|Shannon Knowlan|Adele Bodson|Paola Nikodem|Natalie Aubin|David C. Marsh|Tara Leary,A retrospective cohort study evaluating the association between opioid and alcohol-related emergency department presentations and the subsequent risk of hospitalization,https://doi.org/10.1371/journal.pone.0325083,PLoS ONE
Ioannis A. Voutsadakis,Development of CDK4/6 Inhibitors in Gastrointestinal Cancers: Biomarkers to Move Forward,https://doi.org/10.3390/cimb47060454,Current Issues in Molecular Biology
Reed Morrison|Janice Sarmiento|Ji‐Hye Park|Gillian Lim|Christina Renda|Michael Whelan|Allison McGeer|Tara Harris|Sarah E Wilson,"A process evaluation of Ontario, Canada’s 2023–24 older-adult RSV vaccination program",https://doi.org/10.1080/21645515.2025.2550089,Human Vaccines & Immunotherapeutics
Mitchell Slobodian|Dominique Jillings|Aditya Kishor Barot|Jessica Dougherty|Kalpdrum Passi|Sujeenthar Tharmalingam|Vasu D. Appanna,Metabolism of Terephthalic Acid by a Novel Bacterial Consortium Produces Valuable By-Products,https://doi.org/10.3390/microorganisms13092082,Microorganisms
Carley Moore|Bojana Petrović|Jacqueline L. Bender|Cameron Thompson|Shelley McLeod|David W. Savage|Bjug Borgundvaag|Howard Ovens|Jonathan Irish|Antoine Eskander|Sheldon Cheskes|Monika K. Krzyzanowska|Kerstin de Wit|Rohit Mohindra|Venkatesh Thiruganasambandamoorthy|Keerat Grewal,"Emergency physicians’ experiences managing patients with a suspected cancer diagnosis in Ontario, Canada: a qualitative study",https://doi.org/10.1136/bmjopen-2024-096506,BMJ Open
Ioannis A. Voutsadakis,From PIK3CA Mutations to Rational PI3K Inhibition for the Treatment of Colorectal Cancer,https://doi.org/10.1007/s40291-025-00815-4,Molecular Diagnosis & Therapy
Seyed Ali Mirshahvalad|Amir Iravani|Wolfgang P. Fendler|Tobias Maurer|M. Eiber|Fatemeh Sharifian|Sheida Manoochehry|Gundula Rendl|Gregor Schweighofer-Zwink|Christian Pirich|Mike Sathekge|Mohsen Beheshti,Rechallenge and Extended [ <sup>177</sup> Lu]Lu-PSMA Therapy in Metastatic Prostate Cancer,https://doi.org/10.2967/jnumed.125.270889,Journal of Nuclear Medicine
Heikki Aalto|S.M. Paul|Virginia McEwen,Real-World Effectiveness and Tolerability of Low Dose Naltrexone to Treat Chronic Pain: A Retrospective Cohort Study of One Pain Physician’s Practice,https://doi.org/10.2147/jpr.s561662,Journal of Pain Research
Marco Zaccagnini|Erin Cameron|Roger Strasser|Saleem Razack|Monica L. Molinaro|Tim Dubé,Unpacking educational approaches for social accountability in health professions education: a scoping review,https://doi.org/10.1007/s10459-025-10494-9,Advances in Health Sciences Education
Douglas E. Peterson|Noam Yarom|Charlotte Duch Lynggaard|Nofisat Ismaila|Deborah Saunders,Implementation of the 2024 ASCO guidelines for the prevention and management of osteoradionecrosis in patients with head &amp; neck cancer treated with radiation therapy,https://doi.org/10.1097/cco.0000000000001130,Current Opinion in Oncology
Louisa Marion-Bellemare|Anita Srivastava|Julie Samson|Jennifer Wyman|Danielle Carole Roy|Michaela McGillis|Meldon Kahan,Initiation of extended-release buprenorphine in emergency department patients: A retrospective cohort study,https://doi.org/10.1016/j.ajem.2025.04.011,The American Journal of Emergency Medicine
Faith Michael|Travis Quevillon|Suzanne Betteridge-LeBlanc|Mustafa Alzahran|Rafael Shehata|Cynthia A. Jackevicius|Rony Atoui|Bindu Bittira|Tina Baykaner|Paula Harvey|Ratika Parkash|Jeff S. Healey|Dennis T. Ko|Mohammed Shurrab,Post-cardiac surgery atrial fibrillation and sex differences in clinical outcomes: a systematic review and meta-analysis,https://doi.org/10.1093/ehjopen/oeaf033,European Heart Journal Open
Dana N Broberg|Seyyed MH Haddad|Katharine Aveni|Alexander Havens|Paula McLaughlin|Malcolm A. Binns|J. B. Orange|Stephen R. Arnott|Courtney Berezuk|Leanne K. Casaubon|Dar Dowlatshahi|Ayman Hassan|Nuwan D. Nanayakkara|Alicia Peltsch|Joel Ramirez|Gustavo Saposnik|Christopher J.M. Scott|Richard H. Swartz|Sean Symons|Angela K. Troyer|ONDRI Investigators|Agessandro Abrahão|Sabrina Adamo|Derek Beaton|Sandra Black|Alanna Black|Michael Borrie|Don Brien|Susan E. Bronskill|Dennis E. Bulman|Brian C. Coe|Ben Cornish|Sherif Defrawy|Jane Lawrence Dewar|Allison A. Dilliott|Roger A. Dixon|Sali M.K. Farhan|Frederico Faria|Elizabeth Finger|Corinne E. Fischer|Andrew Frank|Julia Fraser|Morris Freedman|Mahdi Ghani|Barry Greenberg|D.J. Grimes|Wendy Hatch|Rob Hegele|Melissa F. Holmes|Chris Hudson|Mandar Jog|Peter Kleinstiver|Sanjeev Kumar|Donna Kwan|T. J. Lang|Elena Leontieva|Brian Levine|Wendy Lou|Efrem D. Mandelcorn|Jennifer Mandzia|Ed Margolin|Connie Marras|Mario Masellis|Bill McIlroy|Manuel Montero‐Odasso|Doug Munoz|David G. Munoz|Miracle Ozzoude|Stephen Pasternak|Bruce G. Pollock|Tarek K. Rajji|Natalie Rashkovan|John F. Robinson|Ekaterina Rogaeva|Demetrios J. Sahlas|Yanina Sarquis Adamson|Dallas Seitz|Christen Shoesmith|Alisia Southwell|Tom Steeves|Michael J. Strong|Stephen C. Strother|Sujeevini Sujanthan|Kelly M. Sunderland|Brian Tan|David Tang-Wai|Maria Carmela Tartaglia|Faryan Tayyari|Athena Theyers|John Turnbull|Karen Van Ooteghem|John Woulfe|Mojdeh Zamyadi|Lorne Zinman|Angela Roberts|Robert Bartha,White matter tract correlations with spoken language in cerebrovascular disease,https://doi.org/10.1093/braincomms/fcaf145,Brain Communications
Brian Ross|Sarah Newbery|Erin Cameron|Margaret A. French,Rurally focussed undergraduate medical education at the Northern Ontario School of Medicine University,https://doi.org/10.4103/cjrm.cjrm_84_24,Canadian Journal of Rural Medicine
Richard H. Glazier|Michael Green,Recent Stresses and Underlying System Causes of the Primary Care Crisis Point Toward Policy Solutions,https://doi.org/10.12927/hcq.2025.27591,Healthcare Quarterly
Mohammad Athar|Raghav Saini|Simrun Chahal|Rabail Siddiqui|Shalyn Littlefield|Lahama Naeem|Sacha Dubois|Kurt Droll|Travis Marion|Dávid Puskás|Claude Cullinan,The effects of obesity on functional outcomes after total knee arthroplasty: a prospective cohort study,https://doi.org/10.1503/cjs.008524,Canadian Journal of Surgery
Teresa Naseba Marsh|Farah Tahsin|Kristen A. Morin|Tammy Linekar|Harry Jones|David C. Marsh,A Qualitative Study to Explore Feasibility of Implementing Seeking Safety and Trauma-Sensitive Yoga,https://doi.org/10.1177/29768357251350869,Substance Use Research and Treatment
Jonathan Hammond|Nicholas Lambert|Ioannis A. Voutsadakis,Clinical and Pathological Features and Survival Outcomes of Breast Cancers with Intermediate ER Expression,https://doi.org/10.3390/cancers17132252,Cancers
Omar El Sewify|Xi Ming Zhu|Cory Tremblay|Éolie Delisle|Shahriar Shahrokhi,The Utility of Fat Grafting to Manage Burn Scars: A Systematic Review,https://doi.org/10.1093/jbcr/iraf146,Journal of Burn Care & Research
Andrea Raynak|Michel Bédard|Brianne Wood|Christopher J. Mushquash,Adapting the alcohol and alcohol problems perception questionnaire and the drug and drug problems perception questionnaire: A psychometric analysis of a person-centred approach,https://doi.org/10.1016/j.dadr.2025.100366,Drug and Alcohol Dependence Reports
Sofia Valanci|Mylene Juneau|Thabo Lapp|J. Graham Nairn|Lisa Allen|Roy Kirkpatrick,Peer coaching in a rural setting: A feasibility study,https://doi.org/10.4103/cjrm.cjrm_41_24,Canadian Journal of Rural Medicine
Valerie C. Cates|Nathan Evaniew|Ruth Ullman|Martín Gagliardi|Glen Hazlewood|Ganesh Swamy,Quality and visual assessment of decision aids for patients with low back pain: a scoping review,https://doi.org/10.1080/17453054.2025.2547169,Journal of Visual Communication in Medicine
Sreepriya Pk|Joshua Freimanis|A. Thomas Kovala|Amadeo M. Parissenti,"Extra-Ribosomal Roles for Ribosomal Proteins and Their Relevance to Tumour Suppression, Carcinogenesis and Cancer Progression",https://doi.org/10.3390/cancers17172825,Cancers
Timothy J. Best,Surgical Decompression in the Management of Lower Extremity Diabetic Peripheral Neuropathy: A Narrative Review,https://doi.org/10.18103/mra.v13i8.6851,Medical Research Archives
Andrea Raynak|Vanessa Mihaljevic|Brianne Wood|Hunter Polonoski|Shawn Seagris,Stemming the Tide: Tackling Retention and Attrition Challenges in Rural and Northern Healthcare to Sustain Canada's Nursing Workforce,https://doi.org/10.1111/jan.70255,Journal of Advanced Nursing
Erfan Arbab|Kalpdrum Passi|Robert Ohle,Impact of an Educational Intervention on BPPV Management: An Interrupted Time Series Analysis,https://doi.org/10.3390/a18100606,Algorithms
Douglas E.B. Reid|Dave Morris|Shes Kanta Bhandari|Cameron Leitrants,The effects of commercial thinning treatments on the growth response of black spruce plantations in Northwestern Ontario,https://doi.org/10.1139/cjfr-2025-0027,Canadian Journal of Forest Research
Yousuf Ahmed|Malcolm Davidson|Alexis Poole|Josianne Gauthier|Sarvesh Logsetty|Ian Macnairn|Lisa Allen|Haley Golding|Caitlin Champion,Understanding frostbite presentation and distribution of care in Ontario 2010–2018,https://doi.org/10.4103/cjrm.cjrm_65_24,Canadian Journal of Rural Medicine
Caio Vinícius Suartz|Lúcio Lara Santos|Caio Felipe Araújo Matalani|Vinícius Dall’Aqua|L. Schumacher|Henrique L. Lepine|José de Bessa|Walid Shahrour|Walid Shabana|Leonardo Oliveira Reis|Brunno Henrique Kill Aguiar|Maurício Cordeiro|William Carlos Nahas|Leopoldo Alves Ribeiro‐Filho,Transperineal versus Transrectal Prostate Biopsy: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,https://doi.org/10.1016/j.clgc.2025.102467,Clinical Genitourinary Cancer
Tomáš Petras|Robert Woollard|Suzanne Pitama|Debra L. Klamen|Alex Anawati|Rui Amaral Mendes|Charles Boelen|Madalena Patrício,ASPIRE to excellence: Making health systems socially accountable,https://doi.org/10.1080/0142159x.2025.2582647,Medical Teacher
Maharshi Gandhi|Kaitlin Vanderbeck|Lyne Giroux,Paradoxical lichenoid drug eruption following dupilumab use for atopic dermatitis: A case report,https://doi.org/10.1177/2050313x251387403,SAGE Open Medical Case Reports
Emma Mageau|Ronan Derbowka|Noah Dickinson|Natalie Lefort|A. Thomas Kovala|Douglas R. Boreham|T.C. Tai|Christopher Thome|Sujeenthar Tharmalingam,Molecular Mechanisms of Radiation Resistance in Breast Cancer: A Systematic Review of Radiosensitization Strategies,https://doi.org/10.3390/cimb47080589,Current Issues in Molecular Biology
Lynn Haslam‐Larmer|Kathleen E. Norman|Andrea M. Patey|Isabella M. Thomas|Michael Green|Jeremy Grimshaw|Jill A. Hayden|Jan Hartvigsen|Noah Ivers|Hazel Jenkins|Simon French,"“Gleaning a lot from the history and physical exam,” and “reasonably confident without imaging”: a qualitative study of primary care clinicians' management of patients with low back pain",https://doi.org/10.1186/s12875-025-02726-z,BMC Primary Care
M. Elizabeth Snow|Madelyn Berger|Alexander C. T. Tam|Adam Easterbrook|Chidubem Ekpereamaka Okechukwu|Tima Mohammadi|Peter Hutchinson|Sean B. Rourke|Aslam H. Anis|Wei Zhang,Attributes that influence testing decisions for sexually transmitted and blood-borne infections: A qualitative study among diverse people in Canada,https://doi.org/10.1177/09564624251337595,International Journal of STD & AIDS
Hina Ansari|Richard H. Glazier|Susan Schultz|Michael Green|Kamila Premji|Eliot Frymire|Maryam Daneshvarfard|Liisa Jaakkimainen|Tara Kiran,"Family Physicians in Focused Practice in Ontario, Canada: A Population-Level Study of Trends From 1993/1994 Through 2021/2022",https://doi.org/10.1370/afm.240377,The Annals of Family Medicine
Taciana Leonel Nunes Tiraboschi|Eduardo Miranda|Monique Tonani Novaes|Caroline Santos Silva|Jean Carlos Zambrano Contreras|Jarbas de Sá Roriz Filho|Ernesto Reggio|Caio Vinícius Suartz|Cristiano Mendes Gomes|José de Bessa,Rethinking Low Testosterone in Older Men: Association With Obesity Rather Than Aging,https://doi.org/10.1016/j.urology.2024.12.036,Urology
Neha Pathak|Abhenil Mittal|Sudhir Kumar|Chitrakshi Nagpal|Eitan Amir|Partha Haldar|Bharath B Gangadharaiah|Akash Kumar|Ashutosh Mishra|Atul Batra,Systematic Review and Network Meta-Analysis on Treating Hormone Receptor-Positive Metastatic Breast Cancer After CDK4/6 Inhibitors,https://doi.org/10.3390/curroncol32010053,Current Oncology
Andrew C. L. Lam|Katrina Hueniken|Martha Pienkowski|Jong Wook Lee|Mei Dong|Brenda Diergaarde|A.F. Olshan|Paul Brennan|Shama Virani|Deborah Saunders|Stacey A. Santi|Michael Conlon|Tim Waterboer|D. Neil Hayes|Miranda Pring|Gary J. Macfarlane|P. Lagiou|Areti Lagiou|Jerry Polesel|Antonio Agudo|Laia Alemany|Wolfgang Ahrens|Claire M. Healy|David I. Conway|Mari Nygård|Cristina Canova|Anna Horňáková|Lorenzo Richiardi|Ariana Znaor|Rayjean J. Hung|Wei Xu|Geoffrey Liu,Performance of 8 Smoking Metrics for Modeling Survival in Head and Neck Squamous Cell Carcinoma,https://doi.org/10.1001/jamaoto.2024.5392,JAMA Otolaryngology–Head & Neck Surgery
Jena Hall|Robert J. Anderson|Jonathan Cluett|Melinda F. Davis|Aaron Johnston|Gigi Lam|Aaron Low|J.M.M. Chin A Paw|Erin A. Brennand,Improving Non-Urban Access to Specialist OBGYN Care in Canada: A Call to Action,https://doi.org/10.1016/j.jogc.2025.102912,Journal of Obstetrics and Gynaecology Canada
Prabhat Gautam Roy|Davida Reingold|Neha Pathak|Saurav Verma|Aarushi Gupta|Nicholas Meti|Consolacion Molto Valiente|Prabhat Singh Malik|Geordie Linford|Abhenil Mittal,Recent Advances in the Management of EGFR-Mutated Advanced Non-Small Cell Lung Cancer—A Narrative Review,https://doi.org/10.3390/curroncol32080448,Current Oncology
David W. Savage|Arunim Garg|Salimur Choudhury|Roger Strasser|Robert Ohle|Vijay Mago,"Characterizing the services provided by family physicians in Ontario, Canada: A retrospective study using administrative billing data",https://doi.org/10.1371/journal.pone.0316554,PLoS ONE
Brenda Huska|Marina Ulanova,Inflammatory Responses to Non-Typeable Haemophilus influenzae Clinical Isolates from Invasive and Non-Invasive Infections,https://doi.org/10.3390/pathogens14030210,Pathogens
Keerat Grewal|Andrew Calzavara|Shelley McLeod|Antoine Eskander|David W. Savage|Cameron Thompson|Bjug Borgundvaag|Howard Ovens|Sheldon Cheskes|Kerstin de Wit|Jonathan C. Irish|Monika K. Krzyzanowska|Rachel Walsh|Venkatesh Thiruganasambandamoorthy|Rinku Sutradhar,Emergency Department Use Prior to Cancer Diagnosis and Mortality,https://doi.org/10.1001/jamanetworkopen.2025.22585,JAMA Network Open
Melanie Barwick|Janet Durbin|George Foussias|Emily Panzarella|Marleine Saliba|Sandy Brooks|Elaine Stasiulis|Raluca Dubrowski|Paul Kurdyak|Sanjeev Sockalingam|Donald Addington|Augustina Ampofo|Kelly K. Anderson|Sarah Bromley|M. D. Choi|Simone Dahrouge|Lillian Duda|Alexia Jaouich|Christopher J. Koegl|Carol Maxwell|Dielle Miranda|Claire de Oliveira|Alexia Polillo|Valerie Primeau|John W. Riley|Danilo De Rossi|Eva Serhal|Jill Shakespeare|Sophie Soklaridis|Diana Urajnik|Nicole Kozloff|Aristotle N. Voineskos,"Fidelity, Implementation Determinants, and Patient-Level Outcomes Following Initial Implementation of NAVIGATE in the Early Psychosis Intervention—Spreading Evidence-Based Treatment (EPI-SET) Study",https://doi.org/10.1093/schbul/sbaf119,Schizophrenia Bulletin
Keyur Vora|Ankur Kalra|Khalid Youssef|Kinjal Bhatt|Tejas Pandya|Andreas Kumar|Rohan Dharmakumar,Cardioprotective Role of Coronary Collaterals in the Development of Intramyocardial Hemorrhage in ST-Segment Elevation MI Patients,https://doi.org/10.1016/j.jacadv.2025.102169,JACC Advances
Ric M. Procyshyn|Martin A. Katzman|Howard C. Margolese|Ofer Agid|Pierre Blier,Challenges for switching central nervous system and psychiatric medication products: A review of the literature,https://doi.org/10.1177/02698811241301219,Journal of Psychopharmacology
Atul Batra|Jessica Cockburn|Abhenil Mittal|Rui Bernardino|Tiiu Sildva|Marian S. Wettstein|Amlesh Seth|Brusabhanu Nayak|Sameer Bakhshi|Ranjit Kumar Sahoo|Akash Kumar|Rishabh Jain|Seema Kaushal|Mayank Singh|Sneha Gund|Sunakshi Chowdhary|Karina Lakhani|Krishna Patel|Raymond H. Kim|Mohammad R. Akbari|Neil Fleshner,Prostate-Related Germline Variant Frequencies Detected in a Cohort of Men With Metastatic Prostate Cancer in Northern India,https://doi.org/10.1200/po-25-00130,JCO Precision Oncology
Sarah M. Simmons|Madison Donoghue|Shannon Erdelyi|Herbert Chan|Christian Vaillancourt|Paul Atkinson|Floyd Besserer|David B. Clarke|Philip J. Davis|Raoul Daoust|Marcel Émond|Jeffrey Eppler|Jacques Lee|Andrew MacPherson|Kirk Magee|Éric Mercier|Robert Ohle|Michael H. Parsons|Jagadish Rao|Brian H. Rowe|John Taylor|Ian Wishart|Jeffrey R. Brubacher,Influence of cannabis and alcohol on motor vehicle injury severity in Canadian trauma centres: a prospective study,https://doi.org/10.1136/ip-2025-045642,Injury Prevention
Banafshe Hosseini|Amanda Condon|Bruno R. da Costa|Peter Daley|Michelle Greiver|Peter Jüni|Todd C. Lee|Kerry McBrien|Emily G. McDonald|Srinivas Murthy|Peter Selby|Melissa K. Andrew|Kris Aubrey‐Bassler|David Barber|Brendan J. Barrett|Christopher Butler|Noah Crampton|Simone Dahrouge|Ali Damji|Robert Fowler|Stephanie Garies|Catherine Hudon|Jennifer Hulme|Jennifer E. Isenor|David J.A. Jenkins|Rosemarie Lall|Annie LeBlanc|Christine Leong|Paul Little|Aïsha Lofters|Sarvesh Logsetty|Sylvain Lother|Marie‐Thérèse Lussier|Laura Maclaren|Dee Mangin|Emily Gard Marshall|John C. Marshall|Rita McCracken|Rahim Moineddin|Brianna Orava|Jean‐Sébastien Paquette|Jay Jae Hee Park|Navindra Persaud|Valeria E. Rac|Vivian R. Ramsden|Jennifer Rayner|Diana C. Sanchez‐Ramirez|Lynora Saxinger|Haolun Shi|Alexander Singer|Rae Spiwak|Anita Srivastava|Abhimanyu Sud|Jean‐Éric Tarride|Deanna Telner|Ross Upshur|Sakina Walji|Rachel Walsh|Machelle Wilchesky|Sabrina T. Wong|Brianne Wood|Ryan Zarychanski|Barb Zelek|Yoav Keynan|Jolanta Piszczek|Daniel Warshafsky|Andrew D. Pinto,Canadian Adaptive Platform Trial of Treatments for COVID in Community Settings (CanTreatCOVID): protocol for a randomised controlled adaptive platform trial of treatments for acute SARS-CoV-2 infection in community settings,https://doi.org/10.1136/bmjopen-2024-097134,BMJ Open
Gwen Healey Akearok|Lauren Nevin|Ceporah Mearns|Katie Hughes|Janna MacLachlan|Nancy Mike,The Inuit Holistic service delivery model: a decolonised approach to community wellness in Nunavut,https://doi.org/10.1080/22423982.2025.2560062,International Journal of Circumpolar Health
Mohammed Shurrab|Andrew C.T. Ha|Jason G. Andrade|Christopher C. Cheung|Guy Amit|Allan C. Skanes|Girish M. Nair|Feng Qiu|Olivia Haldenby|Paul Angaran|Damian Redfearn|Ratika Parkash|Jeff S. Healey|Dennis T. Ko,Rural-Urban Disparities in the Management and Outcomes of Atrial Fibrillation in Emergency Departments in Canada,https://doi.org/10.1161/circoutcomes.125.012366,Circulation Cardiovascular Quality and Outcomes
Patrick Timony|Christopher Belanger|Arlynn Bélizaire|Antoine Desîlets|Alain P. Gauthier|Sathya Karunananthan|Mwali-Nachishali Muray|Cayden Peixoto|Jonathan Fitzsimon|Leanda Godfrey|Lise M. Bjerre,"Rethinking the way we measure access to language-concordant health services for minority language populations: a secondary analysis of publicly available physician and population data in Ontario, Canada",https://doi.org/10.1136/bmjopen-2025-100610,BMJ Open
Cecilia Tran|Brett N. Hryciw|Sean Moore|Alan Chaput|Andrew Seely,Perceptions and Use of Generative Artificial Intelligence in Medical Students: A Multicenter Survey,https://doi.org/10.1177/23821205251391969,Journal of Medical Education and Curricular Development
Valerie Leung|Bradley J. Langford|Kevin A. Brown|Dorsa Ghahramani|Johnny Hoang|Anjali Oberai|Mina Tadrous|Nick Daneman|Kiran Saqib|Kevin L. Schwartz,Impact of community pharmacist antibiotic prescribing for minor ailments: an interrupted time series analysis,https://doi.org/10.1136/bmjopen-2025-107109,BMJ Open
R. L. Meng|Alexis McGregor|Deborah McGregor|Lorrilee McGregor|Keith Nahwegahbow|Patricia Chow‐Fraser,A Framework for Doing Things <i>in a Good Way</i>: Insights on Mshiikenh (Freshwater Turtle) Conservation Through Weaving Western Science and Indigenous Knowledge in Whitefish River First Nation,https://doi.org/10.1002/ece3.71431,Ecology and Evolution
David S. Shin|Jonathan Hammond|Hooman Hennessey|Andreas Kumar|Matthew Cavanagh|Mary Catherine Kerr|Gregory Papadopoulos|Rony Atoui,Intracardiac Cement Embolism After Percutaneous Vertebroplasty,https://doi.org/10.1016/j.atssr.2024.12.012,Annals of Thoracic Surgery Short Reports
Caio Vinícius Suartz|Richard Dobrucki de Lima|Luiza Rafih Abud|Pedro Henrique Souza Brito|Ketlyn Assunção Galhardo|Thalita Bento Talizin|Alejandro Salazar|Fernando Korkes|Giuliano Guglielmetti|Stênio de Cássio Zéqui|Leopoldo Alves Ribeiro‐Filho|Paul Toren|Michele Lodde,Comparing open and video endoscopic lymphadenectomy for penile cancer: a systematic review and meta‐analysis of prospective studies,https://doi.org/10.1111/bju.16661,British Journal of Urology
Shikha Bansal|Vishaal Bhambhwani,Evaluation of a simulation-based ophthalmology education workshop for medical students: a pilot project,https://doi.org/10.1186/s12909-025-06712-y,BMC Medical Education
Lucas Motta Martinez|Letícia Carina Ribeiro|Roberto Guidi|Camila de Moraes|Catharina Ribeiro Lyra|Bruno Liebl|V. Guimaraes|Richard Dobrucki de Lima|Lana Carneiro Almeida|Caio Vinícius Suartz|William Carlos Nahas|Leopoldo Alves Ribeiro‐Filho,"Cell-free Tumor DNA: a Promising Technology for Diagnosis, Surveillance and Therapeutic Decision in Urothelial Carcinoma of the Bladder",https://doi.org/10.1007/s11912-025-01648-4,Current Oncology Reports
Charlotte Ouimet|Bertalan Fodor|Joseph C. Del Paggio|Jonathan Kimmelman,Proportion of patients in phase 2 oncology trials receiving treatments that are ultimately approved,https://doi.org/10.1093/jnci/djaf013,JNCI Journal of the National Cancer Institute
Meghan V. McCue|Irena A. Rebalka|Thomas J. Hawke|David A. MacLean,Examining tissue-level changes in doxorubicin accumulation and nitric oxide formation in skeletal muscle and tumours in a mouse model of breast cancer,https://doi.org/10.1139/cjpp-2024-0368,Canadian Journal of Physiology and Pharmacology
Hsien Seow|Daryl Bainbridge|Samantha Winemaker|Jeff Myers|Katherine Kortes-Miller|Frances Kilbertus|Oren Levine|Nadia Incardona|Leah Steinberg|Gregory R. Pond|Denise Marshall|Kelli Stajduhar|José Pereira,Does Facilitated Palliative Care Education Improve Patient Identification? A Cluster Randomized Controlled Trial of Primary Care Providers in the CAPACITI Training Program,https://doi.org/10.1089/jpm.2024.0453,Journal of Palliative Medicine
Dawit Wolday|Abrha Gebreselema Gebrehiwot|An Nguyen Le Minh|Muhammed Ahmed Rameto|Saro Abdella Abrahim|Atsbeha Gebreegziabxier|Wondwossen Amogne|Tobias F. Rinke de Wit|Meaza Hailu|Getachew Tollera|Geremew Tasew|Masresha Tessema|Matthew Miller|Amy Gillgrass|Dawn M. E. Bowdish|Charu Kaushic|Chris P. Verschoor,Distinct proteomic signatures in Ethiopians predict acute and long-term sequelae of COVID-19,https://doi.org/10.3389/fimmu.2025.1575135,Frontiers in Immunology
D. Jérôme|Benjamin Divito,Just the facts: exercise-associated hyponatremia,https://doi.org/10.1007/s43678-024-00765-6,Canadian Journal of Emergency Medicine
Ioannis A. Voutsadakis,The Status of SOX2 Expression in Gastric Cancers with Induction of CDX2 Defines Groups with Different Genomic Landscapes,https://doi.org/10.3390/genes16030279,Genes
Emily Groot,Geographical narcissism and Ontario’s opioid crisis,https://doi.org/10.17269/s41997-025-01019-3,Canadian Journal of Public Health
Ioannis A. Voutsadakis,Treatment of extended RAS/ <i>BRAF</i> wild-type metastatic colorectal cancer with anti-EGFR antibody combinations,https://doi.org/10.1080/14622416.2025.2479414,Pharmacogenomics
Valeria Mercadante|Derek K. Smith|Ragda Abdalla‐Aslan|Ana Andabak Rogulj|Michael T. Brennan|Graziella Chagas Jaguar|Haley Clark|Eduardo Rodrigues Fregnani|Luiz Alcino Gueiros|Allan Hovan|Seema Kurup|Alexa M. G. A. Laheij|Charlotte Duch Lynggaard|Joel J. Napeñas|Douglas E. Peterson|Sharon Elad|Stephanie J. M. van Leeuwen|Arjan Vissink|Jonn Wu|Deborah Saunders|Siri Beier Jensen,Correction to: A systematic review of salivary gland hypofunction and/or xerostomia induced by non‑surgical cancer therapies: prevention strategies,https://doi.org/10.1007/s00520-025-09327-7,Supportive Care in Cancer
Marta Stuart|Ian Stefanuk|Rebecca Comeau|Atul Khullar|Jennifer Swainson,"Ketamine for mental health - A naturalistic inventory of prescribing practices, safety, and adverse effects",https://doi.org/10.1371/journal.pmen.0000215,PLOS mental health.
M. A. Popov|Hryhorii Chumak|O. Klimov|Yurii Shepelytskyi|J Radó|Alla Reznik|Mitchell S. Albert|Michael R. Page|G. Srinivasan,Magneto-optical tuning of ferromagnetic resonance in silicon-doped yttrium iron garnet,https://doi.org/10.1063/5.0257906,Journal of Applied Physics
Alonso Alvarado‐Bolaños|Mosab Maree|Annika Mascarenhas|Sachin Pandey|Ruba Kiwan|Victor X. D. Yang|Michael Mayich|Manas Sharma|Melfort Boulton|Jennifer Mandzia|Sebastián Fridman,Relevance of cervical internal carotid artery patency after thrombectomy in tandem occlusion. Are we missing an opportunity to revascularize?,https://doi.org/10.1136/jnis-2025-023256,Journal of NeuroInterventional Surgery
Mary Fox|Jeffrey I. Butler|Adam M. B. Day|Evelyne Durocher|Sherry Dahlke|Mark W. Skinner|Behdin Nowrouzi‐Kia|Janet Yamada|Ilo-Katryn Maimets,Healthcare professionals’ perspectives on barriers and facilitators to implementing a warning signs intervention for older rural-dwelling medical patients at risk for hospital readmission,https://doi.org/10.1371/journal.pone.0322138,PLoS ONE
Mariwan Husni|Diaa E. E. Rizk|Nawal Saad Alabdulla|A. Zayed|Hosni Malas|Nourah Adbulaziz Modahka|Sabeeka Jamal Alqujan|Basma Khalid Alansari|Shaika Ebrahim Alhajri|Nada Satea Mahmood|Haitham Jahrami,"Psychiatric disorders, impulsivity and borderline personality in patients with polycystic ovary syndrome",https://doi.org/10.1007/s00737-025-01589-8,Archives of Women s Mental Health
Luís Manuel António Dias|Chelsea Leslie|Lee Rysdale|Victoria Emmell|Sandra Juutilainen|Shannan Grant|Kelly Gordon|Hannah Tait Neufeld|Rhona M. Hanning,"Canadian dietetic education and training actions to support Indigenization, decolonization, and reconciliation",https://doi.org/10.17269/s41997-025-01055-z,Canadian Journal of Public Health
Kamila Premji|Richard H. Glazier|Michael Green|Shahriar Khan|Maria Mathews|Steve Nastos|Eliot Frymire|Susan Schultz|Bridget Ryan,Trends colliding,https://doi.org/10.46747/cfp.7106406,Canadian Family Physician
Jessica Liu|Matthew Patel|M. G. La Vigna|Mark Hewitt|Wendy Lim,A Case of Methemoglobinemia and Hemolysis from Sodium Chlorite Ingestion,https://doi.org/10.3121/cmr.2025.1954,Clinical Medicine & Research
